id,name,image,area,age,url,event_start_month,event_start_day,event_end_month,event_end_day,app_start_month,app_start_day,app_end_month,app_end_day,organizer,fee,feature,category
98,響灘緑地グリーンパーク アスレチックチャレンジ,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,戸畑区,中学生,https://www.gururich-kitaq.com/search?q=響灘緑地グリーンパーク,9,6,9,8,8,4,8,14,,500円,,こども食堂
99,皿倉山 お料理教室,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,門司区,未就学児,https://www.gururich-kitaq.com/search?q=皿倉山,10,25,,,9,10,9,20,北九州市（マーケティング課）,無料,,施設
100,ソラランド平尾台 バックヤードツアー,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,市外,高校生,https://www.gururich-kitaq.com/search?q=ソラランド平尾台,10,13,10,15,9,2,9,12,南北交流プログラム実行委員会,1000円,,自習室
101,皿倉山 星空観察会,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,小倉南区,小学1〜3年生,https://www.gururich-kitaq.com/search?q=皿倉山,11,5,11,8,10,6,10,16,西レシピプロジェクト,無料,,こども食堂
102,ソラランド平尾台 昆虫採集,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,八幡西区,その他,https://www.gururich-kitaq.com/search?q=ソラランド平尾台,10,16,10,17,9,4,9,14,南北交流プログラム実行委員会,無料,,施設
103,ソラランド平尾台 自然観察ハイキング,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,戸畑区,その他,https://www.gururich-kitaq.com/search?q=ソラランド平尾台,10,10,,,,,,,,無料,,自習室
104,皿倉山 昆虫採集,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,戸畑区,中学生,https://www.gururich-kitaq.com/search?q=皿倉山,11,5,,,10,10,10,20,北九州市,無料,,こども食堂
105,山田緑地 バックヤードツアー,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,戸畑区,高校生,https://www.gururich-kitaq.com/search?q=山田緑地,9,17,,,8,11,8,21,,子ども無料、大人500円,,施設
106,山田緑地 絵本の読み聞かせ,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,市外,高校生,https://www.gururich-kitaq.com/search?q=山田緑地,10,27,,,9,13,9,23,北九州市（マーケティング課）,500円,,自習室
107,いのちのたび博物館 絵本の読み聞かせ,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,門司区,小学4〜6年生,https://www.gururich-kitaq.com/search?q=いのちのたび博物館,11,14,11,15,10,12,10,22,北九州市（マーケティング課）,無料,,こども食堂
108,ソラランド平尾台 星空観察会,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,小倉南区,未就学児,https://www.gururich-kitaq.com/search?q=ソラランド平尾台,9,9,,,8,6,8,16,,無料,,施設
109,門司港レトロ バックヤードツアー,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,戸畑区,小学1〜3年生,https://www.gururich-kitaq.com/search?q=門司港レトロ,11,26,,,,,,,,子ども無料、大人500円,,自習室
110,子どもの館 絵本の読み聞かせ,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,小倉南区,その他,https://www.gururich-kitaq.com/search?q=子どもの館,11,2,,,10,2,10,12,北九州市（マーケティング課）,無料,,こども食堂
111,ソラランド平尾台 工作教室,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,市外,小学1〜3年生,https://www.gururich-kitaq.com/search?q=ソラランド平尾台,10,23,10,26,,,,,,無料,,施設
112,響灘緑地グリーンパーク トロッコ列車体験,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,八幡西区,中学生,https://www.gururich-kitaq.com/search?q=響灘緑地グリーンパーク,9,3,,,,,,,南北交流プログラム実行委員会,500円,,自習室
113,門司港レトロ 昆虫採集,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,若松区,高校生,https://www.gururich-kitaq.com/search?q=門司港レトロ,9,25,,,8,10,8,20,西レシピプロジェクト,無料,,こども食堂
114,平尾台 水遊び,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,若松区,その他,https://www.gururich-kitaq.com/search?q=平尾台,10,15,,,,,,,北九州市観光協会,子ども無料、大人500円,,施設
115,到津の森公園 プログラミング体験,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,小倉南区,小学1〜3年生,https://www.gururich-kitaq.com/search?q=到津の森公園,9,27,9,30,,,,,,500円,,自習室
116,白島展示館 アスレチックチャレンジ,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,門司区,未就学児,https://www.gururich-kitaq.com/search?q=白島展示館,10,17,,,,,,,北九州市観光協会,1000円,,こども食堂
117,白島展示館 工作教室,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,市外,その他,https://www.gururich-kitaq.com/search?q=白島展示館,9,9,,,8,4,8,14,,無料,,施設
118,白島展示館 プログラミング体験,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,門司区,中学生,https://www.gururich-kitaq.com/search?q=白島展示館,11,18,,,10,10,10,20,北九州市,1000円,,自習室
119,子どもの館 アスレチックチャレンジ,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,若松区,高校生,https://www.gururich-kitaq.com/search?q=子どもの館,10,16,,,,,,,北九州市,無料,,こども食堂
120,子どもの館 自然観察ハイキング,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,門司区,その他,https://www.gururich-kitaq.com/search?q=子どもの館,10,13,,,9,13,9,23,,無料,,施設
121,白島展示館 トロッコ列車体験,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,市外,小学1〜3年生,https://www.gururich-kitaq.com/search?q=白島展示館,11,11,,,10,12,10,22,,無料,,自習室
122,響灘緑地グリーンパーク 工作教室,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,小倉北区,小学1〜3年生,https://www.gururich-kitaq.com/search?q=響灘緑地グリーンパーク,11,27,11,29,,,,,西レシピプロジェクト,無料,,こども食堂
123,門司港レトロ バックヤードツアー,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,戸畑区,小学4〜6年生,https://www.gururich-kitaq.com/search?q=門司港レトロ,10,15,,,9,13,9,23,南北交流プログラム実行委員会,子ども無料、大人500円,,施設
124,到津の森公園 星空観察会,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,小倉南区,中学生,https://www.gururich-kitaq.com/search?q=到津の森公園,9,10,9,11,,,,,,無料,,自習室
125,ソラランド平尾台 昆虫採集,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,市外,小学4〜6年生,https://www.gururich-kitaq.com/search?q=ソラランド平尾台,10,15,10,17,,,,,,子ども無料、大人500円,,こども食堂
126,平尾台 絵本の読み聞かせ,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,戸畑区,中学生,https://www.gururich-kitaq.com/search?q=平尾台,11,11,,,10,8,10,18,,1000円,,施設
127,皿倉山 絵本の読み聞かせ,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,八幡東区,小学1〜3年生,https://www.gururich-kitaq.com/search?q=皿倉山,10,20,,,,,,,西レシピプロジェクト,無料,,自習室
128,ソラランド平尾台 星空観察会,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,市外,小学4〜6年生,https://www.gururich-kitaq.com/search?q=ソラランド平尾台,10,2,,,,,,,,500円,,こども食堂
129,山田緑地 アスレチックチャレンジ,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,小倉北区,中学生,https://www.gururich-kitaq.com/search?q=山田緑地,10,1,10,2,,,,,北九州市観光協会,500円,,施設
130,子どもの館 水遊び,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,戸畑区,未就学児,https://www.gururich-kitaq.com/search?q=子どもの館,11,1,11,4,10,7,10,17,,無料,,自習室
131,いのちのたび博物館 アスレチックチャレンジ,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,八幡東区,小学1〜3年生,https://www.gururich-kitaq.com/search?q=いのちのたび博物館,11,1,11,3,10,10,10,20,北九州市観光協会,1000円,,こども食堂
132,ソラランド平尾台 昆虫採集,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,市外,中学生,https://www.gururich-kitaq.com/search?q=ソラランド平尾台,11,3,11,4,,,,,夏クエスト実行委員会,500円,,施設
133,到津の森公園 星空観察会,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,八幡西区,小学1〜3年生,https://www.gururich-kitaq.com/search?q=到津の森公園,11,27,,,,,,,北九州市観光協会,1000円,,自習室
134,到津の森公園 化石発掘体験,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,若松区,中学生,https://www.gururich-kitaq.com/search?q=到津の森公園,10,15,10,16,9,2,9,12,,子ども無料、大人500円,,こども食堂
135,勝山公園 絵本の読み聞かせ,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,八幡東区,小学4〜6年生,https://www.gururich-kitaq.com/search?q=勝山公園,9,22,,,,,,,北九州市,500円,,施設
136,ソラランド平尾台 トロッコ列車体験,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,八幡東区,その他,https://www.gururich-kitaq.com/search?q=ソラランド平尾台,9,21,,,8,8,8,18,北九州市,500円,,自習室
137,勝山公園 絵本の読み聞かせ,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,戸畑区,中学生,https://www.gururich-kitaq.com/search?q=勝山公園,10,20,,,9,11,9,21,南北交流プログラム実行委員会,無料,,こども食堂
138,ソラランド平尾台 絵本の読み聞かせ,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,門司区,中学生,https://www.gururich-kitaq.com/search?q=ソラランド平尾台,11,3,,,10,1,10,11,北九州市,無料,,施設
139,門司港レトロ 水遊び,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,小倉北区,その他,https://www.gururich-kitaq.com/search?q=門司港レトロ,10,14,10,16,9,11,9,21,夏クエスト実行委員会,無料,,自習室
140,到津の森公園 星空観察会,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,小倉南区,小学1〜3年生,https://www.gururich-kitaq.com/search?q=到津の森公園,11,21,,,10,1,10,11,北九州市観光協会,無料,,こども食堂
141,ソラランド平尾台 絵本の読み聞かせ,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,小倉南区,小学1〜3年生,https://www.gururich-kitaq.com/search?q=ソラランド平尾台,10,12,10,15,9,15,9,25,,無料,,施設
142,平尾台 化石発掘体験,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,戸畑区,小学4〜6年生,https://www.gururich-kitaq.com/search?q=平尾台,11,28,,,10,11,10,21,南北交流プログラム実行委員会,無料,,自習室
143,勝山公園 星空観察会,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,市外,高校生,https://www.gururich-kitaq.com/search?q=勝山公園,11,7,,,10,9,10,19,夏クエスト実行委員会,500円,,こども食堂
144,白島展示館 プログラミング体験,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,門司区,その他,https://www.gururich-kitaq.com/search?q=白島展示館,9,7,,,8,3,8,13,南北交流プログラム実行委員会,無料,,施設
145,山田緑地 プログラミング体験,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,門司区,小学4〜6年生,https://www.gururich-kitaq.com/search?q=山田緑地,11,16,,,10,12,10,22,,無料,,自習室
146,門司港レトロ プログラミング体験,https://images.unsplash.com/photo-1564750242279-0524cb51b43d?auto=format&fit=crop&w=500&q=60,小倉南区,小学4〜6年生,https://www.gururich-kitaq.com/search?q=門司港レトロ,10,16,,,9,11,9,21,北九州市観光協会,無料,,こども食堂
147,山田緑地 バックヤードツアー,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,若松区,高校生,https://www.gururich-kitaq.com/search?q=山田緑地,10,12,,,,,,,北九州市（マーケティング課）,子ども無料、大人500円,,施設
148,勝山公園 水遊び,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,小倉南区,中学生,https://www.gururich-kitaq.com/search?q=勝山公園,9,21,,,,,,,北九州市観光協会,無料,,自習室
149,平尾台 お料理教室,https://images.unsplash.com/photo-1534447677768-be436bb09401?auto=format&fit=crop&w=500&q=60,小倉南区,未就学児,https://www.gururich-kitaq.com/search?q=平尾台,10,3,,,9,14,9,24,,500円,,こども食堂
150,響灘緑地グリーンパーク 星空観察会,https://images.unsplash.com/photo-1518991054366-0d19694e9f78?auto=format&fit=crop&w=500&q=60,若松区,高校生,https://www.gururich-kitaq.com/search?q=響灘緑地グリーンパーク,11,26,11,29,,,,,夏クエスト実行委員会,無料,,施設
